Timestamp,Milliseconds,Signal Strength (dBm)
2024-12-05 15:37:28.007,1733441848007,-99
2024-12-05 15:37:29.012,1733441849012,-99
2024-12-05 15:37:30.020,1733441850020,-99
2024-12-05 15:37:31.028,1733441851028,-99
2024-12-05 15:37:32.035,1733441852035,-99
2024-12-05 15:37:33.042,1733441853042,-99
2024-12-05 15:37:34.048,1733441854048,-99
2024-12-05 15:37:35.056,1733441855056,-99
2024-12-05 15:37:36.063,1733441856063,-99
2024-12-05 15:37:37.070,1733441857070,-99
2024-12-05 15:37:38.077,1733441858077,-99
2024-12-05 15:37:39.084,1733441859084,-99
2024-12-05 15:37:40.089,1733441860089,-99
2024-12-05 15:37:41.096,1733441861096,-99
2024-12-05 15:37:42.103,1733441862103,-99
2024-12-05 15:37:43.112,1733441863112,-99
2024-12-05 15:37:44.121,1733441864121,-99
2024-12-05 15:37:45.128,1733441865128,-99
2024-12-05 15:37:46.135,1733441866135,-99
2024-12-05 15:37:47.143,1733441867143,-99
2024-12-05 15:37:48.150,1733441868150,-99
2024-12-05 15:37:49.157,1733441869157,-99
2024-12-05 15:37:50.163,1733441870163,-99
2024-12-05 15:37:51.170,1733441871170,-99
2024-12-05 15:37:52.178,1733441872178,-99
2024-12-05 15:37:53.190,1733441873190,-99
2024-12-05 15:37:54.204,1733441874204,-99
2024-12-05 15:37:55.218,1733441875218,-99
2024-12-05 15:37:56.230,1733441876230,-99
2024-12-05 15:37:57.242,1733441877242,-99
2024-12-05 15:37:58.254,1733441878254,-99
2024-12-05 15:37:59.267,1733441879267,-99
2024-12-05 15:38:00.280,1733441880280,-99
2024-12-05 15:38:01.295,1733441881295,-99
2024-12-05 15:38:02.307,1733441882307,-99
2024-12-05 15:38:03.319,1733441883319,-99
2024-12-05 15:38:04.330,1733441884330,-99
2024-12-05 15:38:05.341,1733441885341,-99
2024-12-05 15:38:06.353,1733441886353,-99
2024-12-05 15:38:07.366,1733441887366,-99
2024-12-05 15:38:08.377,1733441888377,-99
2024-12-05 15:38:09.391,1733441889391,-99
2024-12-05 15:38:10.403,1733441890403,-99
2024-12-05 15:38:11.415,1733441891415,-99
2024-12-05 15:38:12.427,1733441892427,-99
2024-12-05 15:38:13.438,1733441893438,-99
2024-12-05 15:38:14.452,1733441894452,-99
2024-12-05 15:38:15.465,1733441895465,-99
2024-12-05 15:38:16.480,1733441896480,-99
2024-12-05 15:38:17.495,1733441897495,-99
2024-12-05 15:38:18.507,1733441898507,-99
2024-12-05 15:38:19.522,1733441899522,-99
2024-12-05 15:38:20.536,1733441900536,-99
2024-12-05 15:38:21.548,1733441901548,-99
2024-12-05 15:38:22.561,1733441902561,-99
2024-12-05 15:38:23.575,1733441903575,-99
2024-12-05 15:38:24.587,1733441904587,-99
2024-12-05 15:38:25.599,1733441905599,-99
2024-12-05 15:38:26.611,1733441906611,-99
2024-12-05 15:38:27.625,1733441907625,-99
2024-12-05 15:38:28.639,1733441908639,-99
2024-12-05 15:38:29.652,1733441909652,-99
2024-12-05 15:38:30.664,1733441910664,-99
2024-12-05 15:38:31.680,1733441911680,-99
2024-12-05 15:38:32.693,1733441912693,-99
2024-12-05 15:38:33.704,1733441913704,-99
2024-12-05 15:38:34.716,1733441914716,-99
2024-12-05 15:38:35.727,1733441915727,-99
2024-12-05 15:38:36.739,1733441916739,-99
2024-12-05 15:38:37.753,1733441917753,-99
2024-12-05 15:38:38.768,1733441918768,-99
2024-12-05 15:38:39.780,1733441919780,-99
2024-12-05 15:38:40.792,1733441920792,-99
2024-12-05 15:38:41.809,1733441921809,-99
2024-12-05 15:38:42.824,1733441922824,-99
2024-12-05 15:38:43.836,1733441923836,-99
2024-12-05 15:38:44.848,1733441924848,-99
2024-12-05 15:38:45.861,1733441925861,-99
2024-12-05 15:38:46.875,1733441926875,-99
2024-12-05 15:38:47.889,1733441927889,-99
2024-12-05 15:38:48.905,1733441928905,-99
2024-12-05 15:38:49.918,1733441929918,-99
2024-12-05 15:38:50.932,1733441930932,-99
2024-12-05 15:38:51.943,1733441931943,-99
2024-12-05 15:38:52.954,1733441932954,-99
2024-12-05 15:38:53.967,1733441933967,-99
2024-12-05 15:38:54.980,1733441934980,-99
2024-12-05 15:38:55.992,1733441935992,-99
2024-12-05 15:38:57.008,1733441937008,-99
2024-12-05 15:38:58.020,1733441938020,-99
2024-12-05 15:38:59.033,1733441939033,-99
2024-12-05 15:39:00.045,1733441940045,-99
2024-12-05 15:39:01.057,1733441941057,-99
2024-12-05 15:39:02.071,1733441942071,-99
2024-12-05 15:39:03.084,1733441943084,-99
2024-12-05 15:39:04.095,1733441944095,-99
2024-12-05 15:39:05.107,1733441945107,-99
2024-12-05 15:39:06.117,1733441946117,-99
2024-12-05 15:39:07.130,1733441947130,-99
2024-12-05 15:39:08.143,1733441948143,-99
2024-12-05 15:39:09.154,1733441949154,-99
2024-12-05 15:39:10.165,1733441950165,-99
2024-12-05 15:39:11.175,1733441951175,-99
2024-12-05 15:39:12.188,1733441952188,-99
2024-12-05 15:39:13.199,1733441953199,-99
2024-12-05 15:39:14.212,1733441954212,-99
2024-12-05 15:39:15.225,1733441955225,-99
2024-12-05 15:39:16.238,1733441956238,-99
2024-12-05 15:39:17.250,1733441957250,-99
2024-12-05 15:39:18.264,1733441958264,-99
2024-12-05 15:39:19.277,1733441959277,-99
2024-12-05 15:39:20.290,1733441960290,-99
2024-12-05 15:39:21.303,1733441961303,-99
2024-12-05 15:39:22.315,1733441962315,-99
2024-12-05 15:39:23.327,1733441963327,-99
2024-12-05 15:39:24.341,1733441964341,-99
2024-12-05 15:39:25.351,1733441965351,-99
2024-12-05 15:39:26.358,1733441966358,-99
2024-12-05 15:39:27.368,1733441967368,-99
2024-12-05 15:39:28.378,1733441968378,-99
2024-12-05 15:39:29.388,1733441969388,-99
2024-12-05 15:39:30.400,1733441970400,-99
2024-12-05 15:39:31.410,1733441971410,-99
2024-12-05 15:39:32.422,1733441972422,-99
2024-12-05 15:39:33.434,1733441973434,-99
2024-12-05 15:39:34.446,1733441974446,-99
2024-12-05 15:39:35.458,1733441975458,-99
2024-12-05 15:39:36.470,1733441976470,-99
2024-12-05 15:39:37.481,1733441977481,-99
2024-12-05 15:39:38.494,1733441978494,-99
2024-12-05 15:39:39.506,1733441979506,-99
2024-12-05 15:39:40.519,1733441980519,-99
2024-12-05 15:39:41.532,1733441981532,-99
2024-12-05 15:39:42.545,1733441982545,-99
2024-12-05 15:39:43.560,1733441983560,-99
2024-12-05 15:39:44.573,1733441984573,-99
2024-12-05 15:39:45.585,1733441985585,-99
2024-12-05 15:39:46.598,1733441986598,-99
2024-12-05 15:39:47.611,1733441987611,-99
2024-12-05 15:39:48.623,1733441988623,-99
2024-12-05 15:39:49.634,1733441989634,-99
2024-12-05 15:39:50.647,1733441990647,-99
2024-12-05 15:39:51.664,1733441991664,-99
2024-12-05 15:39:52.681,1733441992681,-99
2024-12-05 15:39:53.694,1733441993694,-99
2024-12-05 15:39:54.707,1733441994707,-99
2024-12-05 15:39:55.719,1733441995719,-99
2024-12-05 15:39:56.735,1733441996735,-99
2024-12-05 15:39:57.747,1733441997747,-99
2024-12-05 15:39:58.759,1733441998759,-99
2024-12-05 15:39:59.771,1733441999771,-99
2024-12-05 15:40:00.785,1733442000785,-99
2024-12-05 15:40:01.798,1733442001798,-99
2024-12-05 15:40:02.809,1733442002809,-99
2024-12-05 15:40:03.823,1733442003823,-99
2024-12-05 15:40:04.837,1733442004837,-99
2024-12-05 15:40:05.851,1733442005851,-99
2024-12-05 15:40:06.863,1733442006863,-99
2024-12-05 15:40:07.877,1733442007877,-99
2024-12-05 15:40:08.889,1733442008889,-99
2024-12-05 15:40:09.903,1733442009903,-99
2024-12-05 15:40:10.916,1733442010916,-99
2024-12-05 15:40:11.928,1733442011928,-99
2024-12-05 15:40:12.942,1733442012942,-99
2024-12-05 15:40:13.953,1733442013953,-99
2024-12-05 15:40:14.965,1733442014965,-99
2024-12-05 15:40:15.978,1733442015978,-99
2024-12-05 15:40:16.989,1733442016989,-92
2024-12-05 15:40:18.003,1733442018003,-92
2024-12-05 15:40:19.015,1733442019015,-92
2024-12-05 15:40:20.024,1733442020024,-92
2024-12-05 15:40:21.034,1733442021034,-92
2024-12-05 15:40:22.043,1733442022043,-92
2024-12-05 15:40:23.057,1733442023057,-92
2024-12-05 15:40:24.067,1733442024067,-92
2024-12-05 15:40:25.078,1733442025078,-92
2024-12-05 15:40:26.087,1733442026087,-92
2024-12-05 15:40:27.097,1733442027097,-92
2024-12-05 15:40:28.111,1733442028111,-92
2024-12-05 15:40:29.124,1733442029124,-92
2024-12-05 15:40:30.136,1733442030136,-92
2024-12-05 15:40:31.151,1733442031151,-92
2024-12-05 15:40:32.161,1733442032161,-92
2024-12-05 15:40:33.174,1733442033174,-92
2024-12-05 15:40:34.188,1733442034188,-92
2024-12-05 15:40:35.201,1733442035201,-92
2024-12-05 15:40:36.215,1733442036215,-92
2024-12-05 15:40:37.228,1733442037228,-92
2024-12-05 15:40:38.242,1733442038242,-92
2024-12-05 15:40:39.256,1733442039256,-92
2024-12-05 15:40:40.269,1733442040269,-92
2024-12-05 15:40:41.284,1733442041284,-92
2024-12-05 15:40:42.296,1733442042296,-92
2024-12-05 15:40:43.309,1733442043309,-92
2024-12-05 15:40:44.323,1733442044323,-92
2024-12-05 15:40:45.334,1733442045334,-92
2024-12-05 15:40:46.344,1733442046344,-92
2024-12-05 15:40:47.363,1733442047363,-92
2024-12-05 15:40:48.373,1733442048373,-92
2024-12-05 15:40:49.384,1733442049384,-92
2024-12-05 15:40:50.397,1733442050397,-92
2024-12-05 15:40:51.409,1733442051409,-92
2024-12-05 15:40:52.425,1733442052425,-92
2024-12-05 15:40:53.438,1733442053438,-92
2024-12-05 15:40:54.451,1733442054451,-92
2024-12-05 15:40:55.464,1733442055464,-92
2024-12-05 15:40:56.477,1733442056477,-92
2024-12-05 15:40:57.489,1733442057489,-92
2024-12-05 15:40:58.502,1733442058502,-92
2024-12-05 15:40:59.514,1733442059514,-92
2024-12-05 15:41:00.528,1733442060528,-92
2024-12-05 15:41:01.540,1733442061540,-92
2024-12-05 15:41:02.552,1733442062552,-92
2024-12-05 15:41:03.567,1733442063567,-92
2024-12-05 15:41:04.583,1733442064583,-92
2024-12-05 15:41:05.595,1733442065595,-92
2024-12-05 15:41:06.607,1733442066607,-92
2024-12-05 15:41:07.619,1733442067619,-92
2024-12-05 15:41:08.629,1733442068629,-92
2024-12-05 15:41:09.639,1733442069639,-92
2024-12-05 15:41:10.656,1733442070656,-92
2024-12-05 15:41:11.666,1733442071666,-92
